"GEOID","GeoName","County","AH002_2018","AH003_2018","AH004_2018","AH005_2018","AH006_2018","AH007_2018","AH008_2018","AH009_2018","AH010_2018","BD009_2018","BD010_2018","BD011_2018","BD012_2018","BD013_2018","BD014_2018","BD016_2018","BD017_2018","BD018_2018","BD019_2018","BD020_2018","BD021_2018","FO001_2013","FO001_2014","FO001_2015","FO001_2016","FO001_2017","FO001_2018","HH002_2018","HH003_2018","HH004_2018","HH005_2018","HT003_2018","HT006_2018","HT004_2018","HT007_2018","HT005_2018","HT008_2018","HC001_2018","HC002_2018","HC003_2018","HC004_2018","HC005_2018","HC006_2018","HC007_2018","HC008_2018","HC009_2018","HC010_2018","HC011_2018","HC012_2018","HC013_2018","HC014_2018","HC015_2018","HC016_2018","HC017_2018","HC018_2018","HC019_2018","HC020_2018","HV018_2013","HV018_2018","HV019_2013","HV019_2018","HV020_2013","HV020_2018","HV018_2000","HV019_2000","HV020_2000","RE001_2018","RE002_2018","RE003_2018","RE004_2018","RE005_2018","RH001_2018","RH002_2018","RH003_2018","UN002_2018","UN003_2018","UN004_2018","UN005_2018","PH001_2018","PH001_change","PH002_2018","PH002_change","PH003_2018","PH003_change","PH004_2018","PH004_change","PH005_2018","PH005_change","PH006_2018","PH006_change","RH004_2018","RH005_2018","RH006_2018","RH007_2018","RH008_2013","RH008_2018","RH009_2013","RH009_2018","RH010_2013","RH010_2018","FS001_2019","FS002_2019","FS003_2019","FS004_2019","FS005_2019","FS006_2019","FS007_2019","SS001_2019","SS002_2019","SS003_2019","SS004_2019","SS005_2019","GS001_2018","GS002_2018","GS004_2018","GS005_2018","LABEL","HP002","HP003","HP004","HP005","GMAP"
"3667070","Shirley","Suffolk",53,908,920,1595,3100,805,1345,254,170,0,99,693,3634,1878,551,0,99,178,882,231,161,13375,16905,16633,16441,12711,9783,2.5,33.8,46.6,17.1,744,8.1,6855,74.9,1551,17,0,464,307,46,32,310,61,72,227,0,20,691,644,287,349,864,368,619,2900,391,229700,206600,285100,259900,353000,316800,149500,177900,209000,64,8.7,1.4,24.6,0.1,46005,84296,2088,9025,125,98.6,1.4,28698,3484,8406,734,3.38,0.15,78.8,-3.9,3.74,0.27,14.2,0.4,NA,1133,1646,2174,1391,1533,1754,1735,1991,1937,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,81.5,18.5,79.8,76.7,NA,NA,NA,NA,NA,"1d48329.31111966915!2d-72.91205438247539!3d40.793204037514236!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8500e944c9bcb%3A0x48da286c14aedb0b!2sShirley%2C%20NY!5e0!3m2!1sen!2sus!4v1599089372679!5m2!1sen!2sus"
"3667191","Shoreham","Suffolk",4,8,9,15,48,33,11,0,66,2,0,5,48,75,27,0,0,0,0,3,2,13375,16905,16633,16441,12711,9783,0,19.1,37,43.8,32,16.5,157,80.9,5,2.6,0,0,2,0,0,2,0,0,1,0,0,18,13,3,2,4,9,3,89,18,508800,425500,655500,516800,845900,705500,358300,425400,549000,95.9,0,1.4,2.1,0,-666666666,141667,-666666666,191,3,98.4,1.5,437,-82,162,-25,2.7,-0.08,78.4,-9.3,3.09,0.18,18.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,96.9,3.1,66.4,66.7,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12052.793227963351!2d-72.91502225904263!3d40.95523437425538!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e85d5c9c8008e5%3A0xb93e0dc20f9c75b6!2sShoreham%2C%20NY%2011786!5e0!3m2!1sen!2sus!4v1599089380623!5m2!1sen!2sus"
"3667851","Smithtown (hamlet)","Suffolk",88,364,811,925,1804,3280,1537,200,360,9,144,404,2803,3275,1048,133,621,204,166,31,50,13375,16905,16633,16441,12711,9783,0.2,20.3,48,31.5,481,5.1,7683,82,1205,12.9,201,333,147,123,50,22,77,16,238,12,75,512,549,219,233,492,272,403,4246,956,435000,420200,516900,505300,682900,668000,305300,379300,479600,87.8,1.2,4.8,5.4,0,35625,129926,1448,8206,1155,87.5,12.3,26298,57,8888,370,2.87,-0.12,75,-3.3,3.35,-0.08,21.9,3.5,1366,696,1891,2446,562,612,1305,1367,1723,1915,NA,NA,NA,NA,NA,NA,NA,0,298,298,0,596,86.4,13.6,64.7,48.4,NA,NA,NA,NA,NA,NA
"3668462","Southampton (village)","Suffolk",184,137,304,674,328,251,413,79,1143,0,0,177,404,303,160,20,39,130,45,46,28,13375,16905,16633,16441,12711,9783,2,15.9,41.9,40.2,2161,61.5,1044,29.7,308,8.8,0,47,66,30,22,64,8,0,67,6,0,176,46,20,63,67,21,58,557,56,886500,885700,1078800,1252900,1078800,2000001,351400,560400,1004800,80.7,7.3,1.7,10.2,0,53986,101316,1845,3057,456,87,13,3263,129,1352,60,2.22,-0.06,59.9,-1,2.79,-0.07,32.9,-2.9,NA,1193,1772,NA,932,1501,1390,1786,1751,2492,0,6,0,0,0,0,6,0,0,0,0,0,77.2,22.8,75,61.6,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","27, 27, 14, 24, 20, 29, 33, 56, 49, 26, 30, 24, 18","0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 11, 0, 17, 0, 0, 0, 0, 0","1d96546.25248179962!2d-72.48339458385878!3d40.87032942994025!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e894ffe7b76a09%3A0xfff847a4af47d809!2sSouthampton%2C%20NY%2011968!5e0!3m2!1sen!2sus!4v1599089450543!5m2!1sen!2sus"
"3669001","South Farmingdale","Nassau",16,9,31,164,251,746,3317,329,215,10,25,283,2681,1293,249,0,35,38,230,42,9,7786,10899,11766,8916,3510,3579,0,21.7,50.5,27.8,183,3.6,4541,89.4,354,7,0,73,45,7,11,53,9,11,89,10,40,434,358,174,257,217,257,203,2319,484,360000,341100,419300,408500,493200,473900,264400,302000,348700,78.7,0.9,5.1,13.6,0,58710,119429,2282,4879,199,96.1,3.9,14953,280,4895,87,3.05,0,80.1,-4.5,3.47,0.14,18.3,5,NA,NA,2250,2520,1060,1413,1748,1916,2159,2614,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92.8,7.2,62.9,60,NA,NA,NA,NA,NA,"1d24192.172033155442!2d-73.46674302602821!3d40.717543104429105!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e82ab334d5caa5%3A0x7158271d9553170!2sSouth%20Farmingdale%2C%20NY!5e0!3m2!1sen!2sus!4v1599089409639!5m2!1sen!2sus"
"3669023","South Floral Park","Nassau",3,16,15,41,60,76,191,45,140,5,13,85,177,103,77,26,0,33,22,16,5,7786,10899,11766,8916,3510,3579,2,28.1,53.4,16.5,25,4.3,460,78.4,102,17.4,15,10,37,29,0,21,4,0,10,0,0,22,39,13,18,35,51,54,184,63,358500,326500,430200,429400,499900,566900,235900,275000,335200,6.8,51,16.9,22.6,0.2,42500,90227,1577,477,107,81.2,18.2,1986,-74,562,-41,3.53,0.11,75.8,-8.6,4.04,0.39,19.6,8.2,NA,NA,1728,1900,1183,853,1671,1383,2159,1775,0,6,0,0,0,0,6,0,0,0,0,0,81.9,18.1,70.5,69.2,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d6048.391589217587!2d-73.70463937233986!3d40.713706099565385!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c263aa9c48ba7d%3A0x6d3ccd17cfb47d00!2sSouth%20Floral%20Park%2C%20NY!5e0!3m2!1sen!2sus!4v1599089419928!5m2!1sen!2sus"
"3669254","South Huntington","Suffolk",0,144,155,64,174,973,1430,337,310,0,0,216,1478,915,228,83,57,162,103,60,0,13375,16905,16633,16441,12711,9783,0.3,21.3,48.5,30,285,7.9,2837,79.1,465,13,0,142,21,0,10,8,60,31,94,35,0,247,279,84,170,174,130,192,1327,348,380300,352100,469300,424700,609400,559900,269000,330300,440200,76.3,1.7,6.3,15.2,0,68625,108875,1788,3341,246,93.2,6.9,10000,633,3302,-27,2.96,0.22,75.9,0.8,3.34,0.15,16.6,-2.8,1608,1433,1783,3029,1338,1348,1588,1710,2159,2014,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,85.9,14.1,73.3,59.1,NA,NA,NA,NA,NA,"1d48307.72625179366!2d-73.42838003230145!3d40.82284795768482!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e82921f5d63ded%3A0x7158271d95531c0!2sSouth%20Huntington%2C%20NY%2011746!5e0!3m2!1sen!2sus!4v1599089431572!5m2!1sen!2sus"
"3671267","Stewart Manor","Nassau",0,8,0,0,24,21,170,119,487,0,0,73,423,206,23,4,6,30,13,0,0,7786,10899,11766,8916,3510,3579,1.8,20.3,39.8,38,51,6.2,725,87.5,53,6.4,0,9,0,0,0,17,0,0,21,0,3,55,52,23,32,28,37,31,408,83,461300,481400,540300,592200,679100,702400,337300,412700,504500,74.4,1,5.2,14.7,0,120114,126618,1633,786,43,94.8,5.2,2191,-97,778,-30,2.82,-0.01,79.9,4.3,3.15,-0.14,15.3,-4.1,NA,NA,1693,NA,1500,1446,1742,1633,1965,1816,0,0,0,0,0,0,0,0,0,0,0,0,93.2,6.8,64,55.3,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d6047.855452732338!2d-73.6896063223392!3d40.719607498841874!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c262e4510c1bb3%3A0xc5577c14c0eda9f6!2sStewart%20Manor%2C%20NY!5e0!3m2!1sen!2sus!4v1599089727848!5m2!1sen!2sus"
"3671608","Stony Brook","Suffolk",28,171,232,478,791,2075,545,202,407,0,122,470,1554,1565,414,57,59,30,39,151,26,13375,16905,16633,16441,12711,9783,2.5,17,46.6,34,442,9,4125,83.7,362,7.3,0,82,0,0,0,14,15,12,46,45,44,280,309,103,97,209,168,281,2403,336,429200,370900,506200,452300,665600,580500,288700,346500,429600,82,1.1,9.6,5.6,0,18710,130202,3197,4652,264,94.4,5.4,12641,-818,4487,-316,2.81,0.04,75.8,0.4,3.17,-0.02,20,-0.1,NA,NA,NA,2287,1279,1551,1652,3052,2159,3408,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91.9,8.1,62.7,71.5,NA,NA,NA,NA,NA,"1d48245.14881883689!2d-73.16002843179713!3d40.90868952124003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83f2aae781151%3A0x49f925381c086b3e!2sStony%20Brook%2C%20NY!5e0!3m2!1sen!2sus!4v1599089799343!5m2!1sen!2sus"
"3672554","Syosset","Nassau",120,105,109,503,515,824,3566,316,384,9,41,276,2937,1745,677,50,131,50,159,107,34,7786,10899,11766,8916,3510,3579,0.4,23.3,48.1,28.2,226,3.5,5685,88.2,531,8.2,73,99,32,0,35,74,30,18,89,37,18,376,241,73,92,420,208,187,3497,620,521500,532500,650000,642500,776200,757300,387200,476800,582400,65.5,0.5,27.4,5.1,0.1,66509,159375,2256,6078,340,94.4,5.3,19559,600,6216,45,3.12,0.08,84.6,-0.5,3.46,0.12,14.2,0.6,287,NA,2054,2707,375,604,1564,2062,2159,2819,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91.5,8.5,65.6,50.4,NA,NA,NA,NA,NA,"1d48314.6524657529!2d-73.53891188235728!3d40.813337667255915!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2823048424f79%3A0xd664337ce3794078!2sSyosset%2C%20NY!5e0!3m2!1sen!2sus!4v1599089809007!5m2!1sen!2sus"
"3673352","Terryville","Suffolk",22,437,398,569,913,998,263,43,244,18,50,161,1261,1164,269,30,171,369,108,112,29,13375,16905,16633,16441,12711,9783,0.1,20.1,50.9,29,145,3.7,2923,75.2,819,21.1,0,268,98,36,45,91,32,73,151,8,0,235,260,109,197,198,118,184,1576,195,323600,305400,377400,356700,431000,425200,206800,241000,282600,67.8,5.3,2.3,24.4,0,49301,104063,2263,3298,589,84.9,15.2,12340,485,3742,19,3.28,0.11,80.5,0.6,3.79,0.23,17.8,0.6,NA,1416,2581,2296,1107,1369,1816,2076,2159,2490,NA,NA,NA,NA,NA,NA,NA,256,0,0,0,256,78.1,21.9,57,70.2,NA,NA,NA,NA,NA,"1d48244.12992961001!2d-73.08518673178892!3d40.910085969832934!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e840db70ae0879%3A0xc52ba17b019c9fc0!2sTerryville%2C%20NY!5e0!3m2!1sen!2sus!4v1599089817696!5m2!1sen!2sus"
"3673605","Thomaston","Nassau",0,18,0,53,45,129,259,130,370,0,74,143,243,216,127,5,49,54,28,6,4,7786,10899,11766,8916,3510,3579,0,19.3,52.5,28.2,55,5.5,803,80,146,14.5,0,10,5,0,5,4,0,0,94,0,14,82,99,24,47,19,25,36,394,87,599500,461700,837300,808900,1038000,1048500,543900,675900,865900,64.4,1.3,30.9,2.9,0,116750,119485,2303,624,375,62.2,37.4,2624,-15,949,-65,2.76,0.16,73.7,1.9,3.3,0.16,23.5,-2.7,NA,2178,2409,NA,1648,1713,2159,2162,2159,2442,0,0,0,0,0,0,0,0,0,0,0,0,84.6,15.4,67.7,16.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24166.729945737687!2d-73.73407607592674!3d40.787504219738544!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c289a50a5a7911%3A0x1c868aa9f185fec8!2sThomaston%2C%20NY!5e0!3m2!1sen!2sus!4v1599089829079!5m2!1sen!2sus"
"3676089","Uniondale","Nassau",642,981,165,266,294,566,2590,1780,1204,9,103,1201,1809,1985,475,83,568,783,610,225,113,7786,10899,11766,8916,3510,3579,4,27.2,37,31.8,524,6.2,5582,65.8,2382,28.1,35,721,335,91,151,141,39,99,483,168,0,683,600,126,303,696,494,494,2021,346,289900,285600,349200,349200,414000,439300,219000,243200,273700,21.3,34.3,3.1,38.4,0.1,46786,80166,1848,6037,2451,71.1,29,31828,7423,7964,1978,3.45,-0.51,72,-6.3,3.94,-0.42,22.1,4.7,677,1224,1944,2091,616,1126,1187,1677,1866,2600,NA,NA,NA,NA,NA,NA,NA,0,80,74,0,154,70.1,29.9,86.7,62.2,NA,NA,NA,NA,NA,"1d24197.41787091565!2d-73.60957257604915!3d40.70310566158294!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27db05206912f%3A0xc203de90290acc09!2sUniondale%2C%20NY!5e0!3m2!1sen!2sus!4v1599089839359!5m2!1sen!2sus"
"3676331","Upper Brookville","Nassau",4,61,52,119,44,119,74,18,93,0,0,7,84,162,205,0,0,11,31,4,0,7786,10899,11766,8916,3510,3579,0,8.5,57.9,33.5,80,13.7,458,78.4,46,7.9,0,3,27,27,0,4,0,0,8,4,0,8,48,0,3,25,7,13,274,80,1078800,1319700,1078800,1779400,1078800,2000001,896900,1356600,1458200,71.3,0.4,19.5,5.8,0,44352,211250,1871,572,12,98,2.1,1607,179,504,19,3.18,0.25,87.5,3.4,3.4,0.2,10.1,-4.5,NA,NA,2688,NA,304,1664,717,1829,1187,1993,0,0,0,0,0,0,0,0,0,0,0,0,90.9,9.1,73.6,82.6,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","2, 2, 0, 2, 3, 3, 1, 3, 1, 3, 0, 2, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48291.88960100669!2d-73.59607293217383!3d40.84458618580312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c284785d030977%3A0x876d187a1715b9aa!2sUpper%20Brookville%2C%20NY!5e0!3m2!1sen!2sus!4v1599089849656!5m2!1sen!2sus"
"3676705","Valley Stream","Nassau",287,183,82,681,540,986,3549,3055,3357,46,106,1099,4107,3727,783,93,668,736,493,239,19,7786,10899,11766,8916,3510,3579,0.4,28.5,47.4,23.7,604,4.7,9868,77.6,2248,17.7,62,453,388,145,266,174,213,78,517,9,22,842,521,126,545,735,665,598,4830,1016,352100,339200,407500,403400,485200,471500,255900,291300,346600,31,26.2,15.2,22.9,0,64274,104773,1781,9986,2720,78.6,21.4,37609,65,12116,743,3.1,-0.2,80.7,2.1,3.48,-0.32,16.7,-0.6,NA,1245,1854,2197,1051,1216,1434,1637,1811,1956,0,84,0,191,0,0,275,39,0,191,384,614,81.4,18.6,68.5,48.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","5, 10, 1, 2, 1, 0, 3, 1, 1, 2, 3, 2, 3","2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 90, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0","1d48424.56924584166!2d-73.73996583324274!3d40.662166819230876!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c264636b1402c5%3A0x5af34f647c8d7931!2sValley%20Stream%2C%20NY!5e0!3m2!1sen!2sus!4v1599089860575!5m2!1sen!2sus"
"3677519","Village of the Branch","Suffolk",3,67,27,94,94,192,140,13,21,0,0,16,175,275,70,39,16,0,0,0,0,13375,16905,16633,16441,12711,9783,0,11.2,54,34.9,60,9.2,536,82.3,55,8.4,0,33,12,12,0,2,0,0,8,0,0,26,48,18,16,19,28,16,326,61,454400,434400,535600,529900,683600,651300,339000,427000,534100,93,0.8,3.7,2.2,0,30781,135208,1787,568,83,87.3,12.8,1770,-61,591,30,2.93,-0.2,77.5,-12.2,3.46,0.12,22,12,1841,NA,NA,NA,1854,1532,2091,1787,2159,2070,0,0,0,0,0,0,0,0,0,0,0,0,90.7,9.3,51.8,85.4,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 2, 1, 0, 0, 2, 0, 0, 0, 3, 3, 3, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24142.299794894803!2d-73.20318007582925!3d40.85458963643583!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83a1e7b3e5c8d%3A0xa1323836af686021!2sVillage%20of%20the%20Branch%2C%20NY%2011787!5e0!3m2!1sen!2sus!4v1599089873055!5m2!1sen!2sus"
"3678146","Wantagh","Nassau",125,158,138,188,160,699,3061,799,698,0,46,357,2623,2109,355,0,49,87,165,54,0,7786,10899,11766,8916,3510,3579,0.5,23.7,45.9,29.9,181,3,5490,91.1,355,5.9,0,31,41,26,0,27,28,6,133,8,12,374,293,116,201,291,251,264,3188,644,433600,416400,506700,495900,653200,639500,308600,366000,433700,90.4,0.4,1.6,6.5,0,91406,145193,1893,5720,299,94.9,4.9,18078,-574,5845,-128,3.09,-0.03,83.2,-0.7,3.42,-0.04,13.7,-0.4,NA,1447,2040,2047,1135,1350,1657,1893,1907,2289,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,93.9,6.1,61.4,37.8,NA,NA,NA,NA,NA,"1d48419.311615719096!2d-73.54235728320037!3d40.66940831195784!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c279316086fc95%3A0x46ac9140ca2ec7b6!2sWantagh%2C%20NY!5e0!3m2!1sen!2sus!4v1599089887728!5m2!1sen!2sus"
"3679246","West Babylon","Suffolk",25,454,604,1042,1862,3738,4365,957,1114,80,409,1010,4416,2980,1130,55,1286,908,749,156,172,13375,16905,16633,16441,12711,9783,0.7,23.8,49.9,25.6,810,5.7,10025,70.8,3326,23.5,0,885,334,219,130,479,358,228,714,48,96,957,814,304,479,894,640,837,4609,771,313200,299100,371900,348800,426500,398000,207800,240000,275700,66.3,11,3.9,17,0.1,63264,93420,1750,10707,3423,75.6,24.2,42918,-578,13351,-867,3.17,0.16,74.4,-2.5,3.7,0.22,21.1,2.1,1313,1578,1807,1903,1163,1310,1401,1623,1847,1968,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,75.1,24.9,74.8,61.4,NA,NA,NA,NA,NA,"1d48393.74538945884!2d-73.3977904329945!3d40.704606276596515!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e82cb1e7028397%3A0x911f3688036c8474!2sWest%20Babylon%2C%20NY!5e0!3m2!1sen!2sus!4v1599089898264!5m2!1sen!2sus"
"3679444","Westbury","Nassau",129,235,173,227,504,422,1986,741,806,8,237,430,1433,1284,307,90,419,366,186,102,56,7786,10899,11766,8916,3510,3579,0.8,28.7,39.7,30.8,305,5.8,3699,70.8,1219,23.3,0,258,166,42,54,105,200,63,259,0,7,408,258,114,169,268,155,293,1667,456,370700,343900,465100,445100,586800,577300,270600,326900,400700,36.2,25,11.5,25.7,0,65125,98065,1838,3906,1304,74.8,25,15320,188,4918,-9,3.1,0.04,71.8,1.6,3.68,0.03,21.7,-2.3,1873,1688,1806,2078,1056,1394,1382,1739,1852,2110,0,19,0,2,0,0,21,0,0,0,0,0,75.2,24.8,81.5,53.3,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","23, 17, 14, 16, 12, 12, 16, 15, 13, 13, 13, 14, 17","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48352.35242631872!2d-73.62686218266103!3d40.761540269363216!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c286e04e80dfbf%3A0x1df681af79ffa5eb!2sWestbury%2C%20NY!5e0!3m2!1sen!2sus!4v1599089983782!5m2!1sen!2sus"
"3680181","Westhampton Beach","Suffolk",121,113,230,301,455,328,301,138,373,2,43,102,206,111,68,19,54,60,36,13,7,13375,16905,16633,16441,12711,9783,1.8,18.7,34.1,45.4,1639,69.4,532,22.5,189,8,0,65,29,3,6,21,12,6,28,0,0,60,29,11,43,23,23,11,323,21,506000,520600,785500,716200,1078800,983100,295900,444600,639600,80.8,1.7,1.8,13.7,0,44861,102604,1847,1792,560,75.9,23.8,1653,-408,721,-231,2.25,0.14,59.8,-4.1,2.84,0.25,32.2,-0.2,1683,1419,1912,2266,1410,1327,1615,1525,1945,1873,0,20,0,0,0,0,20,0,0,0,0,0,73.8,26.2,46.6,71.9,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","11, 9, 6, 5, 4, 25, 23, 27, 9, 12, 18, 10, 20","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0","1d48318.340288291714!2d-72.682349232387!3d40.808273222352234!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8f6b0e86aed49%3A0x5479437b35d82117!2sWesthampton%20Beach%2C%20NY%2011978!5e0!3m2!1sen!2sus!4v1599089996270!5m2!1sen!2sus"
"3680186","West Hampton Dunes","Suffolk",4,75,50,46,33,46,6,0,5,0,0,0,11,9,8,0,0,0,0,0,0,13375,16905,16633,16441,12711,9783,0,21.4,28.6,50,237,89.4,28,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,2,2,1,10,4,1078800,1068200,1078800,-666666666,1078800,2000001,820200,911400,1002500,82.6,2.9,0,5.8,2.9,-666666666,113750,-666666666,261,0,98.5,0,69,30,28,8,2.46,0.51,92.9,22.9,2.58,0.37,7.1,-12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,100,0,113.9,-1333333332,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","10, 4, 3, 3, 3, 3, 1, 4, 1, 3, 1, 1, 4","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24170.545601509333!2d-72.72927047594195!3d40.7770181749407!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e85809b18081f3%3A0x2eec5e47424644b8!2sWest%20Hampton%20Dunes%2C%20NY%2011978!5e0!3m2!1sen!2sus!4v1599089917487!5m2!1sen!2sus"
