"GEOID","GeoName","County","AH002_2018","AH003_2018","AH004_2018","AH005_2018","AH006_2018","AH007_2018","AH008_2018","AH009_2018","AH010_2018","BD009_2018","BD010_2018","BD011_2018","BD012_2018","BD013_2018","BD014_2018","BD016_2018","BD017_2018","BD018_2018","BD019_2018","BD020_2018","BD021_2018","FO001_2013","FO001_2014","FO001_2015","FO001_2016","FO001_2017","FO001_2018","HH002_2018","HH003_2018","HH004_2018","HH005_2018","HT003_2018","HT006_2018","HT004_2018","HT007_2018","HT005_2018","HT008_2018","HC001_2018","HC002_2018","HC003_2018","HC004_2018","HC005_2018","HC006_2018","HC007_2018","HC008_2018","HC009_2018","HC010_2018","HC011_2018","HC012_2018","HC013_2018","HC014_2018","HC015_2018","HC016_2018","HC017_2018","HC018_2018","HC019_2018","HC020_2018","HV018_2013","HV018_2018","HV019_2013","HV019_2018","HV020_2013","HV020_2018","HV018_2000","HV019_2000","HV020_2000","RE001_2018","RE002_2018","RE003_2018","RE004_2018","RE005_2018","RH001_2018","RH002_2018","RH003_2018","UN002_2018","UN003_2018","UN004_2018","UN005_2018","PH001_2018","PH001_change","PH002_2018","PH002_change","PH003_2018","PH003_change","PH004_2018","PH004_change","PH005_2018","PH005_change","PH006_2018","PH006_change","RH004_2018","RH005_2018","RH006_2018","RH007_2018","RH008_2013","RH008_2018","RH009_2013","RH009_2018","RH010_2013","RH010_2018","FS001_2019","FS002_2019","FS003_2019","FS004_2019","FS005_2019","FS006_2019","FS007_2019","SS001_2019","SS002_2019","SS003_2019","SS004_2019","SS005_2019","GS001_2018","GS002_2018","GS004_2018","GS005_2018","LABEL","HP002","HP003","HP004","HP005","GMAP"
"3653396","Northport","Suffolk",0,36,75,251,409,595,501,246,1182,0,87,237,1028,804,179,0,225,221,189,29,0,13375,16905,16633,16441,12711,9783,0,22.8,46.9,30.3,296,9,2335,70.9,664,20.2,0,107,82,82,18,20,69,0,163,84,0,343,148,87,136,105,77,140,1259,129,477000,465500,598600,610700,789300,749100,355700,450700,587400,92.7,1.9,0.6,3.9,0,75921,115068,1588,2754,513,83.6,15.5,7348,-57,2999,226,2.43,-0.22,67.2,-3.6,3.02,-0.16,28.4,6,NA,1530,1460,3245,1017,1162,1340,1535,1982,2181,0,15,0,0,0,0,15,0,0,0,0,0,77.9,22.1,71.1,53.9,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 0, 2, 4, 3, 1, 0, 4, 2, 2, 1, 5","0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24124.315910489087!2d-73.36131502575748!3d40.90391556192555!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8244a230a8875%3A0x8792736ac7d2a5a2!2sNorthport%2C%20NY%2011768!5e0!3m2!1sen!2sus!4v1599084481397!5m2!1sen!2sus"
"3653748","North Valley Stream","Nassau",262,129,77,204,211,467,2207,1752,446,0,232,616,1692,1864,524,0,161,168,273,27,13,7786,10899,11766,8916,3510,3579,0.3,22.4,48.2,29.2,185,3.2,4928,85.6,642,11.2,0,80,94,53,10,128,0,24,169,79,66,405,537,83,249,277,266,295,2172,743,347100,318000,417700,376900,503300,458900,264400,302400,351000,15.6,47.8,12.7,17.4,0.2,73750,113355,1828,5017,730,87.2,12.7,19202,2385,5570,341,3.43,0.23,79.5,-3.5,3.85,0.27,15.6,1.5,NA,1442,NA,2741,1201,1409,1564,1713,1886,2304,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88.5,11.5,71.5,67,NA,NA,NA,NA,NA,"1d48407.19543063928!2d-73.73817638310281!3d40.68609224519853!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c263823178a2ab%3A0xef2582a5d8b81b01!2sNorth%20Valley%20Stream%2C%20NY!5e0!3m2!1sen!2sus!4v1599084457207!5m2!1sen!2sus"
"3653792","North Wantagh","Nassau",3,47,18,253,164,213,3011,368,113,0,51,395,1903,1113,394,85,52,40,61,8,10,7786,10899,11766,8916,3510,3579,0,21.7,41.8,36.5,78,1.9,3856,92,256,6.1,74,63,48,14,0,17,17,0,33,0,42,351,261,163,228,202,248,110,2089,325,367700,362100,423900,428900,495000,483500,274300,314100,357800,84.5,0.3,2.5,11.3,0.1,32222,126029,1011,3972,212,94.8,5.1,11802,60,4112,-45,2.87,0.05,77.3,-0.8,3.32,0.06,19.8,1.3,270,794,1780,NA,447,NA,1030,914,2159,2048,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,93.8,6.2,61.1,46.7,NA,NA,NA,NA,NA,"1d48397.52903196834!2d-73.54207188302495!3d40.69939878182922!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27fac376cb371%3A0x4b04e815797ccee5!2sNorth%20Wantagh%2C%20Wantagh%2C%20NY!5e0!3m2!1sen!2sus!4v1599084470479!5m2!1sen!2sus"
"3654430","Ocean Beach","Suffolk",5,48,16,53,51,70,48,72,262,0,0,2,1,7,4,0,0,0,0,0,0,13375,16905,16633,16441,12711,9783,0,0,64.3,35.7,611,97.8,14,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,5,1,630900,9999,818100,750000,993400,1104200,255200,364600,417600,100,0,0,0,0,-666666666,-666666666,-666666666,583,33,93.3,5.3,24,-57,14,-25,1.71,-0.37,42.9,-10.9,2.67,-0.14,57.1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,100,0,150,-1333333332,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","8, 3, 1, 0, 2, 0, 5, 7, 2, 7, 6, 0, 8","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d6054.5158950186815!2d-73.16082582234591!3d40.64624400782896!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e9cb12db854843%3A0x942a3dba50873f5e!2sOcean%20Beach%2C%20NY%2011770!5e0!3m2!1sen!2sus!4v1599084492058!5m2!1sen!2sus"
"3654441","Oceanside","Nassau",23,196,273,808,638,1836,4029,1173,2093,3,317,842,4319,3262,668,35,391,293,328,115,45,7786,10899,11766,8916,3510,3579,0.6,23,46.2,30.2,451,4.1,9411,85,1207,10.9,58,408,287,142,28,49,68,28,114,21,58,898,581,245,456,504,492,660,4841,998,386000,374200,473000,459100,557600,589100,289000,352000,428900,85,0.7,2.3,11.4,0.3,35513,114938,1410,9488,1581,85.7,14.3,31185,1088,10618,-176,2.92,0.15,78.7,1.6,3.37,0.14,18.6,-2.5,NA,1092,1613,1690,1022,1044,1413,1317,1835,1752,NA,NA,NA,NA,NA,NA,NA,0,0,57,0,57,88.6,11.4,67.7,69,NA,NA,NA,NA,NA,"1d48445.36790376816!2d-73.6728273334102!3d40.63350974800592!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27ad88e9211cf%3A0xf4b15165e3ee3794!2sOceanside%2C%20NY!5e0!3m2!1sen!2sus!4v1599084504804!5m2!1sen!2sus"
"3654562","Old Brookville","Nassau",23,56,32,105,94,62,97,39,127,0,0,10,50,164,275,0,4,7,0,11,29,7786,10899,11766,8916,3510,3579,4,14.9,51.3,29.8,85,13.4,499,78.6,51,8,0,21,0,0,0,0,0,3,11,0,0,33,10,0,0,35,9,27,265,120,1078800,1300900,1078800,1735700,1078800,2000001,931500,1417500,1458200,78.3,1.8,16.8,1.4,0,27625,209375,2607,609,20,95.9,3.1,1695,-966,550,-245,3.08,-0.27,83.6,-4.2,3.43,-0.18,15.1,4.7,NA,NA,NA,NA,1461,1698,1618,2607,2159,3501,0,0,0,0,0,0,0,0,0,0,0,0,90.7,9.3,87.3,68.6,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","8, 2, 0, 4, 2, 2, 4, 5, 5, 2, 3, 2, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48299.9615830552!2d-73.63651438223889!3d40.83350734695587!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2842d15d0166f%3A0x3aa0985d0dfa8324!2sOld%20Brookville%2C%20NY!5e0!3m2!1sen!2sus!4v1599084514601!5m2!1sen!2sus"
"3654617","Old Field","Suffolk",0,23,46,56,44,52,29,12,70,0,2,11,52,102,111,0,5,5,0,11,2,13375,16905,16633,16441,12711,9783,0.7,16.6,50.5,32.2,31,9.3,278,83.7,23,6.9,0,5,0,0,0,0,0,0,6,0,0,16,4,0,0,7,0,14,189,48,941800,776800,1078800,1030200,1078800,1523400,720900,969100,1264700,85,1.2,11.3,1.4,0,94375,208438,-666666666,332,0,100,0,812,-86,301,-19,2.66,-0.11,83.7,0.9,2.85,-0.27,13.3,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3501,0,0,0,0,0,0,0,0,0,0,0,0,92.4,7.6,59.6,45.5,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48206.890097206364!2d-73.16003783148871!3d40.96109846841455!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83fb446582ad5%3A0xa088ddbf218b30c8!2sOld%20Field%2C%20NY%2011733!5e0!3m2!1sen!2sus!4v1599084524015!5m2!1sen!2sus"
"3654705","Old Westbury","Nassau",52,99,147,176,135,140,268,41,171,0,0,15,151,363,500,0,22,5,32,12,0,7786,10899,11766,8916,3510,3579,0,18.8,56.5,24.7,129,10.5,1029,83.7,71,5.8,0,7,0,0,0,0,6,5,34,0,5,56,20,0,0,61,0,46,526,303,1078800,1122400,1078800,1963500,1078800,2000001,2155500,2916400,2916400,66.1,7.5,17.2,5.5,0.1,235859,190156,1327,1212,17,98.6,1.4,4742,94,1100,179,3.14,0,84.1,-5,3.43,0.11,13.5,3.8,NA,NA,NA,NA,1208,906,1431,988,2159,2182,0,0,0,0,0,0,0,0,0,0,0,0,93.5,6.5,91.9,23.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","10, 7, 5, 4, 9, 6, 8, 14, 11, 5, 10, 5, 3","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48334.24381720582!2d-73.63021333251514!3d40.7864271443319!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c286e540a98237%3A0x6a5b71f23a74346c!2sOld%20Westbury%2C%20NY!5e0!3m2!1sen!2sus!4v1599084532736!5m2!1sen!2sus"
"3656011","Oyster Bay Cove","Nassau",16,44,60,155,202,104,43,39,116,0,0,0,114,305,289,0,0,18,9,3,0,7786,10899,11766,8916,3510,3579,1.4,12.6,54.9,31.2,41,5.3,708,90.9,30,3.9,0,0,0,0,11,3,0,3,13,0,0,31,4,0,0,28,8,50,457,130,1078800,1087800,1078800,1506800,1078800,2000001,1121600,1421600,1458200,78.5,2.4,11.6,6.8,0,90833,233750,-666666666,756,9,97,1.2,2170,-115,738,54,2.94,-0.4,90.8,3.2,3.07,-0.44,7.5,0.2,NA,NA,NA,NA,1007,NA,1438,NA,2159,2625,0,0,0,0,0,0,0,0,0,0,0,0,95.9,4.1,66.2,20,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","2, 3, 2, 0, 1, 4, 2, 1, 1, 1, 1, 0, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48283.19658703934!2d-73.53914288210382!3d40.85651462379327!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c282e45152788d%3A0x3673ea7ae25b0d73!2sOyster%20Bay%20Cove%2C%20NY!5e0!3m2!1sen!2sus!4v1599084555504!5m2!1sen!2sus"
"3656660","Patchogue","Suffolk",279,363,208,312,1578,711,781,328,1139,0,362,567,1168,459,135,281,1326,561,322,63,6,13375,16905,16633,16441,12711,9783,0.2,43.8,37.8,18.2,449,7.9,2691,47.2,2559,44.9,46,1095,279,177,189,129,336,8,481,0,86,242,268,130,166,179,196,314,1020,258,242400,234600,322000,312500,417700,374300,172700,208700,255200,60,4.4,2.8,30.2,0.9,38523,74752,1401,3189,2510,55.9,44,12398,496,5250,617,2.35,-0.2,54.6,-6.4,3.21,0.08,39.2,8,1400,1283,1518,2204,1149,895,1325,1338,1674,1754,0,362,0,38,0,6,405,45,0,64,0,109,51.3,48.7,78.1,55.7,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","18, 3, 0, 0, 24, 0, 16, 57, 29, 11, 1, 4, 6","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 45, 0, 0, 173, 29, 0, 6, 0, 0, 0, 0","1d24176.042974771346!2d-73.03773692596388!3d40.76190658243598!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e849177e807945%3A0x6cfcea6de70da5d2!2sPatchogue%2C%20NY%2011772!5e0!3m2!1sen!2sus!4v1599084568185!5m2!1sen!2sus"
"3658442","Plainview","Nassau",125,504,142,408,439,1640,5626,294,222,19,47,587,4216,2553,671,338,47,120,185,78,52,7786,10899,11766,8916,3510,3579,0,22.6,44.6,32.8,487,5.2,8093,86.1,820,8.7,75,238,105,75,5,64,7,72,182,8,20,639,395,161,238,398,384,301,4731,907,453300,458000,536700,567200,694800,684400,348700,424500,523900,77.6,0.7,15.2,4.6,0.4,42083,143534,1708,8452,948,89.9,10.1,25902,-191,8913,-46,2.88,0,81.8,0.3,3.25,-0.02,16.5,-0.2,1098,NA,1788,2577,424,891,1493,1675,2159,2730,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,90.8,9.2,63,60.6,NA,NA,NA,NA,NA,"1d48336.318042766696!2d-73.50890243253185!3d40.783577147198876!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c281e6e8447209%3A0xacb02419b8d9625e!2sPlainview%2C%20NY!5e0!3m2!1sen!2sus!4v1599084578543!5m2!1sen!2sus"
"3658475","Plandome","Nassau",12,7,8,10,17,23,71,60,210,0,0,6,58,160,168,0,0,0,0,0,3,7786,10899,11766,8916,3510,3579,0,14.2,57,28.9,23,5.5,392,93.8,3,0.7,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,35,6,11,276,41,1078800,1470000,1078800,2000001,1078800,2000001,965500,1332600,1458200,90.4,0,4.2,4.6,0,-666666666,250001,-666666666,418,0,100,0,1251,-193,395,-13,3.17,-0.36,90.9,2.2,3.36,-0.44,8.4,-0.2,NA,NA,NA,NA,1868,NA,2159,NA,2159,NA,0,0,0,0,0,0,0,0,0,0,0,0,99.2,0.8,54.6,-1333333332,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","2, 1, 2, 1, 2, 0, 4, 7, 5, 5, 7, 0, 3","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24159.60506245128!2d-73.71693002589832!3d40.80707861002526!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c288f40b33cb41%3A0x28e3535665828efd!2sPlandome%2C%20NY%2011030!5e0!3m2!1sen!2sus!4v1599084589207!5m2!1sen!2sus"
"3658486","Plandome Heights","Nassau",0,2,6,0,20,31,45,98,129,0,0,4,137,150,24,0,0,0,11,3,0,7786,10899,11766,8916,3510,3579,0,13.7,54.4,31.9,2,0.6,315,95.2,14,4.2,0,0,3,0,0,0,0,0,6,3,0,13,7,2,0,32,4,9,217,31,881700,958100,1014400,1145300,1078800,1365200,710600,874500,1034600,81.7,0,13.4,4.1,0,101667,214063,2750,331,0,100,0,949,-46,329,11,2.88,-0.25,86.3,3,3.15,-0.34,13.7,0.2,NA,NA,NA,2250,NA,1813,NA,2750,NA,3125,0,0,0,0,0,0,0,0,0,0,0,0,95.7,4.3,58.9,33.3,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12080.655351423524!2d-73.71252670909799!3d40.80239336197277!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c289031fbbf54f%3A0xb5b5e3727f23522!2sPlandome%20Heights%2C%20NY%2011030!5e0!3m2!1sen!2sus!4v1599084599687!5m2!1sen!2sus"
"3658497","Plandome Manor","Nassau",17,8,15,5,15,48,92,28,51,3,0,3,43,78,128,0,0,0,2,0,2,7786,10899,11766,8916,3510,3579,0,22.4,43.6,34,20,7.2,255,91.4,4,1.4,0,0,0,0,0,0,0,0,2,0,0,11,2,0,0,19,3,18,165,35,1076500,1128100,1078800,1617500,1078800,2000001,936900,1214500,1458200,81.3,0,13.5,4.2,0,-666666666,213542,-666666666,279,0,100,0,785,-92,259,-32,3.03,0.02,83.8,-0.4,3.34,0,12.7,-3.1,NA,NA,NA,NA,2159,NA,2159,NA,2159,NA,0,0,0,0,0,0,0,0,0,0,0,0,98.5,1.5,67.8,0,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","4, 2, 1, 0, 0, 0, 0, 2, 3, 1, 0, 3, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24156.738884508304!2d-73.71605197588686!3d40.81495075611795!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c288dfa584df8d%3A0xcab19230544ed513!2sPlandome%20Manor%2C%20NY!5e0!3m2!1sen!2sus!4v1599084610911!5m2!1sen!2sus"
"3659157","Poquott","Suffolk",14,16,71,53,25,30,56,23,96,0,2,43,102,107,72,0,6,7,7,0,0,13375,16905,16633,16441,12711,9783,0,13,54,32.9,38,9.9,326,84.9,20,5.2,0,4,2,0,0,5,2,0,5,0,0,23,10,4,4,13,17,23,215,23,459000,414100,678400,638200,1045800,904200,293500,560500,934100,79.4,1.1,10.7,6.3,0,69167,183125,2063,376,8,97.9,2.1,992,55,346,-8,2.87,0.22,74,7.1,3.33,0.06,15.9,-11.8,NA,1625,2150,NA,1270,1656,1483,1938,1795,2219,0,0,0,0,0,0,0,0,0,0,0,0,94.2,5.8,53.9,61.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24106.564756026!2d-73.10683752568661!3d40.952555137736645!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83f89b8078d67%3A0x9f32a172d24e739f!2sPoquott%2C%20NY%2011733!5e0!3m2!1sen!2sus!4v1599088449399!5m2!1sen!2sus"
"3659355","Port Jefferson","Suffolk",25,241,506,452,391,411,354,155,695,0,43,251,962,633,176,148,347,294,62,114,0,13375,16905,16633,16441,12711,9783,0.9,24.4,40.4,34.3,200,6.2,2065,63.9,965,29.9,0,260,55,29,107,113,98,8,299,10,0,117,189,40,115,130,150,74,1097,219,434900,400600,551100,501700,711700,664300,290800,366200,483100,81.8,1.8,7.5,7,0,67969,108592,1794,2252,971,69.7,30.1,7871,104,3030,-8,2.49,0.05,67,5.9,3,-0.04,26.3,-1.6,1282,1534,2240,2171,1357,1361,1524,1701,1811,2135,0,13,0,1,0,0,14,0,0,0,0,0,68.2,31.8,53.6,46.9,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1, 0, 0, 1, 6, 16, 14, 7, 6, 9, 7, 5, 2","0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 148, 0, 0","1d48215.10205090831!2d-73.0958927315549!3d40.949853929751555!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e840439ca94ead%3A0xc62d96833bb5d72d!2sPort%20Jefferson%2C%20NY%2011777!5e0!3m2!1sen!2sus!4v1599088464129!5m2!1sen!2sus"
"3659520","Port Washington","Nassau",249,508,76,183,368,546,1419,824,2088,21,98,410,1824,1419,356,83,503,633,246,98,22,7786,10899,11766,8916,3510,3579,0.4,23.5,35.2,40.9,548,8.8,4128,65.9,1585,25.3,11,456,121,58,25,158,98,71,469,23,18,305,241,87,99,271,165,205,2344,490,603500,607700,767900,796800,961800,966900,474800,606800,755100,74.1,2.1,9.2,13.7,0,67969,127813,1789,4382,1879,70,30,15600,-536,5713,-35,2.69,-0.08,76.3,0.8,3.15,-0.06,21.7,1.9,NA,1472,1864,2455,1098,1195,1717,1702,2133,2149,NA,NA,NA,NA,NA,NA,NA,165,0,76,0,241,72.3,27.7,69.9,57.9,NA,NA,NA,NA,NA,"1d48302.767230011916!2d-73.72074328226152!3d40.829656000832514!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c288cbac59ef47%3A0x369706fa72f96d0c!2sPort%20Washington%2C%20NY!5e0!3m2!1sen!2sus!4v1599088881289!5m2!1sen!2sus"
"3659531","Port Washington North","Nassau",0,309,10,30,224,412,167,6,100,0,8,93,218,385,26,83,174,85,60,97,0,7786,10899,11766,8916,3510,3579,0,20.3,35.1,44.7,29,2.3,730,58,499,39.7,0,127,43,19,0,75,69,33,114,17,8,96,55,16,15,8,16,34,447,51,643800,603200,804500,782600,945500,927900,540800,643600,717900,74.3,0.4,6.9,17.3,0,66838,109519,1874,825,433,65.5,34.4,3209,46,1229,-123,2.6,0.27,69.4,7.6,3.22,0.15,29.9,-4.3,1642,2030,1822,3045,1673,1328,1904,1780,2135,2311,0,1,0,0,0,0,1,0,0,0,0,0,59.4,40.6,66.8,61.7,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1, 4, 1, 0, 6, 0, 0, 0, 0, 5, 1, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12073.344888812302!2d-73.70797725908345!3d40.8425414020755!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c28f280ae3c1e5%3A0xeea0aa5fffffdc25!2sPort%20Washington%20North%2C%20NY%2011050!5e0!3m2!1sen!2sus!4v1599088896673!5m2!1sen!2sus"
"3660422","Quogue","Suffolk",30,201,172,329,226,180,252,43,255,0,10,16,90,93,51,0,21,23,20,12,0,13375,16905,16633,16441,12711,9783,0,11.6,47,41.4,1352,80.1,260,15.4,76,4.5,0,19,15,9,0,0,0,12,33,0,13,60,12,12,9,41,0,18,103,4,722400,784600,1030800,1093800,1078800,2000001,434000,656200,1082600,89.2,2.2,3.7,4.1,0,96458,80278,1630,1652,36,97.9,2.2,803,23,336,-23,2.36,0.21,75.6,-1.6,2.69,0.23,24.1,3.8,NA,1104,NA,NA,1612,1069,2159,1400,2159,2548,0,2,0,1,0,0,3,0,0,0,0,0,77.4,22.6,103.5,52.6,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","13, 18, 6, 5, 5, 9, 12, 13, 23, 22, 11, 12, 10","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48308.11613839291!2d-72.62959783230461!3d40.82231265822359!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8f15b7e71a005%3A0x6abe05f502a9438c!2sQuogue%2C%20NY!5e0!3m2!1sen!2sus!4v1599088908046!5m2!1sen!2sus"
"3661665","Ridge","Suffolk",242,401,702,1395,2382,400,456,173,75,0,306,2046,1115,1082,244,30,234,403,166,31,12,13375,16905,16633,16441,12711,9783,0.5,18.2,33.7,47.7,557,8.9,4793,77,876,14.1,16,253,135,73,143,77,93,19,79,6,160,1039,517,225,543,327,305,283,1462,216,193500,206100,280000,284200,384600,369600,156900,207400,256400,80.2,6.2,4,8,0.3,46935,67365,1389,4851,1348,77.9,21.7,13511,629,5669,258,2.36,0.01,60.8,-3.9,3.1,0.12,34.6,3.8,NA,1156,1455,2005,1007,1039,1267,1233,1511,1638,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,84.5,15.5,85.9,57.2,NA,NA,NA,NA,NA,"1d96493.35192655286!2d-72.95421123298955!3d40.90659640493538!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e85c04ac8d332f%3A0xfc9b687d31955f72!2sRidge%2C%20NY!5e0!3m2!1sen!2sus!4v1599089045224!5m2!1sen!2sus"
